Hidden Gem Score,IMDb Votes,Rotten Tomatoes Score,Metacritic Score,IMDb Score,Genre
1,-1.0,9.0,27.0,28.0,221.0
8,-1.0,0.0,0.0,44.0,1270.0
8,5144.0,0.0,0.0,47.0,836.0
5,3958.0,49.0,35.0,40.0,1225.0
8,2194.0,0.0,0.0,47.0,421.0
8,2561.0,0.0,0.0,45.0,285.0
4,-1.0,98.0,83.0,56.0,958.0
8,2008.0,0.0,0.0,55.0,1119.0
4,-1.0,94.0,71.0,52.0,1230.0
8,1012.0,0.0,0.0,48.0,865.0
4,-1.0,0.0,0.0,54.0,849.0
4,5332.0,66.0,0.0,47.0,218.0
1,-1.0,6.0,17.0,31.0,1318.0
4,-1.0,0.0,0.0,52.0,1312.0
7,-1.0,0.0,0.0,45.0,126.0
8,2654.0,0.0,0.0,48.0,1119.0
1,-1.0,0.0,0.0,8.0,836.0
5,-1.0,0.0,0.0,56.0,1019.0
7,5136.0,51.0,0.0,31.0,1209.0
4,-1.0,90.0,72.0,52.0,383.0
7,-1.0,0.0,0.0,50.0,836.0
4,-1.0,75.0,0.0,43.0,999.0
7,1715.0,81.0,0.0,50.0,865.0
8,2863.0,0.0,0.0,43.0,1119.0
7,-1.0,84.0,60.0,33.0,217.0
7,1268.0,0.0,0.0,43.0,476.0
6,-1.0,4.0,0.0,59.0,836.0
3,3366.0,70.0,53.0,45.0,117.0
3,-1.0,59.0,40.0,46.0,277.0
8,-1.0,0.0,0.0,50.0,190.0
5,-1.0,100.0,64.0,39.0,924.0
8,4748.0,0.0,0.0,47.0,865.0
7,-1.0,97.0,58.0,46.0,971.0
3,-1.0,0.0,0.0,51.0,1004.0
1,-1.0,0.0,0.0,7.0,1214.0
3,-1.0,88.0,68.0,46.0,1227.0
2,5795.0,33.0,40.0,39.0,255.0
7,3379.0,89.0,0.0,49.0,836.0
8,-1.0,0.0,0.0,41.0,1072.0
7,543.0,63.0,0.0,41.0,-1.0
8,5261.0,75.0,0.0,44.0,1225.0
3,-1.0,86.0,71.0,44.0,958.0
7,1980.0,0.0,0.0,48.0,836.0
5,-1.0,92.0,0.0,49.0,-1.0
3,5002.0,74.0,50.0,43.0,958.0
7,-1.0,95.0,0.0,55.0,1019.0
7,-1.0,88.0,0.0,48.0,203.0
4,2316.0,0.0,87.0,60.0,728.0
2,-1.0,11.0,27.0,42.0,268.0
8,717.0,0.0,0.0,41.0,218.0
7,1319.0,77.0,0.0,46.0,1280.0
7,-1.0,41.0,45.0,29.0,1199.0
8,5575.0,0.0,0.0,45.0,-1.0
9,5328.0,0.0,0.0,61.0,1257.0
8,-1.0,90.0,0.0,10.0,1232.0
8,5260.0,0.0,0.0,44.0,1019.0
6,2184.0,66.0,0.0,31.0,1119.0
9,241.0,0.0,0.0,60.0,0.0
1,-1.0,7.0,26.0,35.0,1184.0
8,1718.0,0.0,0.0,48.0,1119.0
8,2879.0,0.0,0.0,42.0,901.0
3,-1.0,62.0,53.0,46.0,45.0
7,-1.0,0.0,0.0,44.0,166.0
7,2697.0,4.0,65.0,37.0,836.0
2,-1.0,53.0,48.0,38.0,417.0
3,-1.0,70.0,55.0,36.0,999.0
2,-1.0,17.0,30.0,32.0,836.0
8,5575.0,0.0,0.0,45.0,1.0
4,-1.0,90.0,67.0,51.0,1058.0
6,-1.0,0.0,0.0,42.0,836.0
3,-1.0,56.0,57.0,45.0,1191.0
8,3651.0,0.0,0.0,54.0,758.0
6,-1.0,55.0,0.0,40.0,781.0
3,-1.0,0.0,0.0,48.0,1214.0
6,2173.0,53.0,0.0,41.0,-1.0
4,-1.0,73.0,38.0,37.0,582.0
3,-1.0,0.0,0.0,47.0,399.0
2,-1.0,44.0,46.0,50.0,-1.0
8,1888.0,0.0,0.0,50.0,1062.0
3,-1.0,61.0,42.0,41.0,98.0
2,-1.0,28.0,33.0,31.0,836.0
3,-1.0,83.0,64.0,53.0,822.0
2,-1.0,0.0,35.0,32.0,249.0
8,1522.0,0.0,0.0,41.0,623.0
2,-1.0,37.0,57.0,31.0,1222.0
4,3001.0,89.0,71.0,45.0,825.0
3,-1.0,85.0,63.0,56.0,819.0
6,2641.0,68.0,60.0,27.0,217.0
2,-1.0,17.0,30.0,35.0,582.0
2,-1.0,40.0,37.0,40.0,217.0
2,5076.0,50.0,42.0,40.0,98.0
4,-1.0,0.0,0.0,61.0,-1.0
8,393.0,0.0,0.0,48.0,971.0
3,-1.0,71.0,54.0,40.0,1264.0
8,2438.0,0.0,0.0,43.0,411.0
1,-1.0,80.0,36.0,34.0,920.0
8,2616.0,0.0,0.0,41.0,773.0
6,-1.0,0.0,0.0,51.0,1255.0
6,-1.0,88.0,0.0,48.0,190.0
8,4555.0,59.0,0.0,42.0,1225.0
8,-1.0,0.0,0.0,50.0,958.0
2,-1.0,32.0,44.0,42.0,289.0
8,3675.0,0.0,0.0,52.0,1019.0
1,-1.0,6.0,20.0,40.0,254.0
4,-1.0,0.0,43.0,20.0,273.0
4,-1.0,92.0,74.0,54.0,390.0
8,3921.0,0.0,0.0,41.0,-1.0
1,-1.0,47.0,16.0,26.0,284.0
2,-1.0,0.0,29.0,43.0,1119.0
6,-1.0,55.0,0.0,47.0,1214.0
7,-1.0,0.0,0.0,53.0,664.0
7,315.0,0.0,0.0,44.0,1119.0
3,-1.0,76.0,56.0,44.0,1119.0
8,491.0,0.0,0.0,45.0,969.0
8,2792.0,0.0,0.0,50.0,1019.0
8,265.0,0.0,0.0,48.0,1214.0
3,-1.0,67.0,49.0,46.0,312.0
8,597.0,0.0,0.0,51.0,1227.0
8,4436.0,0.0,0.0,46.0,729.0
8,-1.0,0.0,0.0,51.0,471.0
7,1434.0,0.0,0.0,41.0,836.0
3,-1.0,87.0,0.0,46.0,236.0
4,-1.0,89.0,0.0,51.0,703.0
4,-1.0,93.0,72.0,55.0,381.0
7,1655.0,71.0,0.0,44.0,1179.0
7,2985.0,0.0,0.0,47.0,932.0
4,-1.0,0.0,0.0,60.0,-1.0
3,2349.0,0.0,0.0,45.0,958.0
3,-1.0,60.0,45.0,38.0,292.0
8,5550.0,0.0,0.0,41.0,1019.0
3,-1.0,82.0,59.0,39.0,817.0
3,-1.0,73.0,46.0,58.0,838.0
8,-1.0,0.0,0.0,41.0,312.0
1,-1.0,47.0,9.0,11.0,958.0
4,-1.0,99.0,80.0,50.0,1214.0
8,4678.0,0.0,0.0,50.0,-1.0
3,-1.0,0.0,0.0,49.0,1206.0
4,-1.0,90.0,73.0,45.0,962.0
2,-1.0,55.0,46.0,35.0,836.0
8,5242.0,0.0,0.0,45.0,1214.0
8,3588.0,4.0,67.0,41.0,1019.0
8,1124.0,0.0,0.0,51.0,507.0
7,1315.0,0.0,0.0,44.0,602.0
4,1938.0,100.0,74.0,54.0,976.0
8,-1.0,0.0,0.0,48.0,1119.0
2,-1.0,41.0,35.0,41.0,865.0
6,-1.0,0.0,0.0,43.0,865.0
7,5393.0,0.0,0.0,41.0,1214.0
8,4894.0,0.0,0.0,48.0,1019.0
9,4961.0,0.0,0.0,65.0,1106.0
8,1497.0,0.0,0.0,52.0,836.0
7,-1.0,0.0,0.0,45.0,1119.0
2,-1.0,18.0,27.0,36.0,289.0
7,-1.0,0.0,0.0,53.0,836.0
2,-1.0,20.0,29.0,34.0,91.0
7,1745.0,0.0,72.0,40.0,1119.0
8,2838.0,0.0,0.0,42.0,1214.0
8,3898.0,0.0,0.0,54.0,1119.0
2,-1.0,33.0,40.0,32.0,986.0
1,-1.0,11.0,21.0,33.0,98.0
9,2120.0,0.0,0.0,57.0,836.0
4,-1.0,0.0,0.0,55.0,836.0
3,979.0,0.0,0.0,52.0,1002.0
8,3287.0,0.0,0.0,53.0,1268.0
2,-1.0,49.0,39.0,38.0,101.0
4,-1.0,94.0,87.0,53.0,235.0
3,-1.0,72.0,54.0,38.0,1119.0
8,1245.0,0.0,0.0,41.0,874.0
6,3002.0,48.0,0.0,49.0,664.0
6,-1.0,77.0,50.0,33.0,334.0
7,-1.0,0.0,0.0,55.0,1042.0
6,389.0,50.0,0.0,21.0,337.0
7,4589.0,66.0,0.0,27.0,958.0
7,-1.0,0.0,0.0,45.0,958.0
3,5537.0,74.0,0.0,18.0,1189.0
8,3691.0,0.0,0.0,46.0,683.0
3,-1.0,81.0,0.0,45.0,-1.0
9,1245.0,0.0,0.0,67.0,1106.0
5,-1.0,89.0,0.0,56.0,-1.0
8,4601.0,0.0,0.0,47.0,1062.0
3,-1.0,76.0,58.0,48.0,-1.0
8,5339.0,0.0,0.0,43.0,1227.0
2,-1.0,49.0,39.0,38.0,1206.0
4,-1.0,89.0,0.0,55.0,1004.0
4,-1.0,66.0,0.0,48.0,1004.0
4,-1.0,94.0,63.0,51.0,1210.0
4,-1.0,97.0,70.0,52.0,-1.0
3,-1.0,74.0,57.0,35.0,441.0
2,-1.0,29.0,31.0,41.0,292.0
3,-1.0,0.0,0.0,52.0,836.0
2,-1.0,49.0,45.0,37.0,967.0
8,5628.0,0.0,0.0,50.0,1019.0
7,-1.0,0.0,0.0,61.0,1119.0
7,-1.0,0.0,0.0,46.0,1176.0
7,304.0,54.0,0.0,38.0,865.0
8,2071.0,4.0,0.0,47.0,836.0
2,-1.0,34.0,47.0,36.0,254.0
7,-1.0,0.0,0.0,52.0,-1.0
6,-1.0,0.0,0.0,41.0,251.0
8,5270.0,0.0,0.0,49.0,836.0
4,-1.0,0.0,0.0,57.0,1227.0
8,4382.0,0.0,0.0,43.0,464.0
3,1792.0,77.0,72.0,48.0,865.0
4,-1.0,95.0,70.0,44.0,-1.0
2,-1.0,45.0,44.0,23.0,188.0
6,-1.0,78.0,56.0,38.0,1227.0
3,-1.0,82.0,65.0,51.0,1174.0
7,4644.0,66.0,0.0,35.0,190.0
7,3413.0,0.0,0.0,55.0,-1.0
8,5065.0,0.0,0.0,41.0,1230.0
4,-1.0,93.0,88.0,49.0,1175.0
4,-1.0,93.0,81.0,46.0,1004.0
6,-1.0,0.0,0.0,52.0,1062.0
7,1751.0,0.0,0.0,53.0,1119.0
3,-1.0,83.0,69.0,33.0,371.0
7,-1.0,81.0,47.0,34.0,1214.0
2,-1.0,0.0,0.0,30.0,1255.0
6,-1.0,76.0,59.0,31.0,356.0
7,-1.0,61.0,0.0,22.0,836.0
3,-1.0,94.0,61.0,46.0,582.0
8,5714.0,0.0,0.0,48.0,-1.0
8,5186.0,0.0,0.0,44.0,901.0
4,-1.0,54.0,0.0,37.0,899.0
4,-1.0,93.0,0.0,53.0,-1.0
7,-1.0,0.0,0.0,52.0,-1.0
2,-1.0,29.0,40.0,32.0,1264.0
8,1551.0,0.0,0.0,43.0,1092.0
0,-1.0,36.0,2.0,10.0,938.0
1,-1.0,5.0,17.0,41.0,1214.0
8,197.0,89.0,62.0,49.0,1019.0
2,-1.0,48.0,50.0,40.0,1018.0
4,-1.0,96.0,64.0,51.0,999.0
4,-1.0,98.0,69.0,51.0,367.0
6,4730.0,88.0,0.0,55.0,-1.0
7,-1.0,0.0,0.0,50.0,999.0
5,-1.0,84.0,0.0,33.0,136.0
8,908.0,0.0,0.0,53.0,1119.0
8,3652.0,0.0,0.0,48.0,-1.0
8,166.0,0.0,0.0,46.0,901.0
7,4674.0,49.0,0.0,40.0,836.0
3,-1.0,65.0,55.0,47.0,836.0
8,1843.0,81.0,0.0,40.0,1119.0
9,3920.0,0.0,0.0,60.0,836.0
3,823.0,68.0,50.0,43.0,950.0
7,5000.0,74.0,0.0,33.0,958.0
6,5628.0,59.0,0.0,8.0,1227.0
7,-1.0,89.0,0.0,53.0,836.0
8,1497.0,0.0,0.0,54.0,836.0
8,3446.0,0.0,0.0,54.0,-1.0
8,3951.0,0.0,0.0,50.0,563.0
8,1414.0,0.0,0.0,62.0,520.0
3,-1.0,78.0,52.0,36.0,11.0
8,5167.0,0.0,0.0,48.0,836.0
8,1245.0,0.0,0.0,44.0,81.0
8,5299.0,0.0,0.0,43.0,0.0
7,5380.0,68.0,0.0,29.0,1232.0
3,-1.0,70.0,54.0,47.0,999.0
8,700.0,0.0,0.0,54.0,932.0
5,-1.0,56.0,0.0,41.0,1267.0
8,4748.0,0.0,0.0,42.0,1119.0
9,5758.0,0.0,0.0,57.0,411.0
7,-1.0,81.0,0.0,29.0,292.0
2,-1.0,34.0,38.0,36.0,292.0
8,2885.0,0.0,0.0,44.0,1269.0
8,718.0,0.0,0.0,44.0,1004.0
8,3996.0,0.0,0.0,49.0,758.0
6,-1.0,71.0,0.0,45.0,1264.0
8,99.0,0.0,0.0,45.0,641.0
3,-1.0,82.0,60.0,50.0,816.0
8,-1.0,75.0,0.0,37.0,175.0
1,-1.0,91.0,18.0,26.0,1267.0
7,930.0,0.0,0.0,42.0,836.0
8,4579.0,0.0,86.0,40.0,1227.0
5,4092.0,68.0,0.0,42.0,901.0
5,3912.0,0.0,46.0,41.0,786.0
3,-1.0,77.0,56.0,47.0,1288.0
2,-1.0,28.0,36.0,37.0,1119.0
6,-1.0,84.0,0.0,34.0,256.0
2,-1.0,32.0,29.0,34.0,217.0
7,-1.0,97.0,62.0,46.0,1119.0
7,2192.0,55.0,0.0,44.0,819.0
4,-1.0,99.0,1.0,58.0,309.0
4,-1.0,89.0,65.0,52.0,999.0
2,121.0,51.0,33.0,43.0,881.0
3,1027.0,93.0,69.0,42.0,865.0
8,280.0,0.0,0.0,47.0,901.0
8,4840.0,0.0,0.0,42.0,-1.0
6,-1.0,50.0,0.0,39.0,804.0
8,-1.0,0.0,0.0,57.0,203.0
3,-1.0,81.0,57.0,48.0,1264.0
3,-1.0,0.0,0.0,50.0,-1.0
3,5047.0,51.0,47.0,44.0,874.0
2,-1.0,34.0,19.0,40.0,1159.0
8,-1.0,0.0,0.0,45.0,912.0
4,-1.0,0.0,0.0,45.0,-1.0
4,-1.0,85.0,0.0,53.0,-1.0
3,3925.0,87.0,61.0,48.0,1259.0
4,5398.0,98.0,67.0,56.0,791.0
8,5601.0,0.0,0.0,51.0,-1.0
8,4601.0,0.0,0.0,45.0,747.0
6,3633.0,0.0,0.0,52.0,1159.0
2,-1.0,66.0,0.0,21.0,1267.0
5,-1.0,83.0,67.0,50.0,-1.0
4,-1.0,95.0,0.0,59.0,910.0
3,-1.0,67.0,55.0,40.0,958.0
1,-1.0,1.0,10.0,21.0,292.0
7,5584.0,0.0,0.0,41.0,1259.0
5,-1.0,59.0,0.0,40.0,137.0
5,-1.0,0.0,0.0,41.0,866.0
8,4105.0,0.0,0.0,44.0,-1.0
5,4687.0,86.0,0.0,48.0,836.0
2,-1.0,33.0,36.0,35.0,217.0
5,-1.0,0.0,0.0,50.0,319.0
2,-1.0,30.0,31.0,41.0,203.0
4,-1.0,92.0,73.0,51.0,1174.0
6,-1.0,0.0,0.0,43.0,836.0
7,-1.0,59.0,48.0,39.0,825.0
7,-1.0,70.0,0.0,50.0,-1.0
7,2140.0,0.0,0.0,52.0,544.0
4,-1.0,84.0,0.0,40.0,-1.0
8,2497.0,0.0,0.0,53.0,865.0
1,-1.0,6.0,28.0,32.0,-1.0
2,-1.0,31.0,31.0,26.0,938.0
2,-1.0,35.0,31.0,47.0,1119.0
2,-1.0,51.0,40.0,45.0,153.0
4,-1.0,94.0,76.0,58.0,-1.0
5,-1.0,0.0,0.0,45.0,1210.0
3,-1.0,84.0,58.0,47.0,838.0
7,2550.0,63.0,0.0,29.0,1119.0
4,-1.0,100.0,0.0,51.0,48.0
1,-1.0,5.0,15.0,12.0,115.0
8,-1.0,0.0,0.0,44.0,836.0
4,-1.0,98.0,90.0,49.0,865.0
2,-1.0,29.0,37.0,28.0,1279.0
8,5758.0,0.0,0.0,44.0,-1.0
7,4919.0,54.0,45.0,23.0,-1.0
7,3493.0,4.0,0.0,36.0,48.0
8,5299.0,0.0,0.0,41.0,1242.0
3,-1.0,64.0,53.0,51.0,1119.0
1,2780.0,36.0,18.0,32.0,961.0
6,2276.0,49.0,0.0,36.0,901.0
3,-1.0,79.0,52.0,41.0,953.0
8,1664.0,0.0,0.0,49.0,579.0
7,-1.0,0.0,0.0,50.0,456.0
8,3046.0,0.0,0.0,45.0,414.0
7,3915.0,94.0,0.0,57.0,1062.0
1,-1.0,5.0,20.0,32.0,-1.0
1,-1.0,12.0,22.0,33.0,932.0
6,-1.0,0.0,0.0,51.0,-1.0
5,-1.0,89.0,0.0,49.0,865.0
8,5328.0,0.0,0.0,41.0,901.0
5,4331.0,63.0,30.0,45.0,1119.0
7,2713.0,70.0,0.0,45.0,1019.0
4,-1.0,96.0,86.0,54.0,1214.0
2,-1.0,23.0,36.0,39.0,901.0
7,4911.0,51.0,0.0,28.0,1214.0
9,1648.0,0.0,0.0,57.0,1119.0
8,5479.0,0.0,0.0,44.0,937.0
8,1826.0,0.0,0.0,41.0,836.0
4,-1.0,0.0,0.0,55.0,1227.0
8,265.0,0.0,0.0,46.0,729.0
6,3559.0,0.0,0.0,47.0,1230.0
7,-1.0,61.0,0.0,44.0,1227.0
8,1423.0,0.0,0.0,50.0,1019.0
7,947.0,0.0,0.0,45.0,54.0
2,-1.0,35.0,36.0,41.0,1119.0
6,-1.0,48.0,48.0,39.0,252.0
8,5804.0,0.0,0.0,44.0,582.0
4,-1.0,96.0,76.0,46.0,249.0
2,-1.0,50.0,43.0,44.0,1225.0
4,-1.0,0.0,70.0,56.0,703.0
8,2796.0,0.0,54.0,41.0,1019.0
4,-1.0,0.0,0.0,64.0,-1.0
8,5575.0,0.0,0.0,49.0,386.0
8,-1.0,0.0,0.0,44.0,971.0
2,-1.0,0.0,30.0,29.0,203.0
8,2438.0,0.0,0.0,41.0,0.0
7,1909.0,66.0,0.0,45.0,1285.0
2,-1.0,0.0,29.0,26.0,81.0
2,-1.0,23.0,31.0,37.0,-1.0
2,-1.0,52.0,35.0,46.0,1159.0
2,5076.0,50.0,42.0,40.0,98.0
2,-1.0,49.0,29.0,41.0,1247.0
7,552.0,66.0,0.0,42.0,901.0
8,-1.0,0.0,0.0,45.0,636.0
5,-1.0,0.0,0.0,54.0,-1.0
8,4132.0,0.0,0.0,41.0,624.0
1,-1.0,58.0,16.0,16.0,292.0
2,905.0,32.0,39.0,45.0,1214.0
4,-1.0,90.0,0.0,50.0,899.0
4,-1.0,0.0,0.0,57.0,144.0
3,-1.0,0.0,65.0,45.0,1266.0
2,-1.0,31.0,46.0,37.0,924.0
8,-1.0,84.0,69.0,43.0,1119.0
7,1480.0,0.0,0.0,50.0,1119.0
2,-1.0,20.0,25.0,34.0,1227.0
2,1998.0,42.0,34.0,25.0,374.0
6,-1.0,0.0,0.0,46.0,-1.0
4,-1.0,92.0,67.0,53.0,115.0
4,-1.0,99.0,81.0,54.0,1229.0
4,-1.0,84.0,73.0,55.0,1259.0
2,-1.0,35.0,0.0,39.0,-1.0
8,4015.0,0.0,0.0,44.0,1119.0
7,2237.0,75.0,0.0,38.0,865.0
8,404.0,0.0,0.0,53.0,-1.0
5,4881.0,79.0,0.0,37.0,1131.0
7,-1.0,83.0,0.0,43.0,958.0
3,-1.0,96.0,0.0,37.0,-1.0
8,1624.0,0.0,0.0,59.0,655.0
1,-1.0,19.0,26.0,16.0,337.0
1,-1.0,12.0,21.0,28.0,1214.0
8,-1.0,59.0,0.0,50.0,1281.0
1,-1.0,47.0,21.0,26.0,266.0
4,-1.0,0.0,0.0,54.0,722.0
4,-1.0,84.0,77.0,53.0,1207.0
4,-1.0,93.0,0.0,56.0,999.0
7,5752.0,49.0,0.0,35.0,1189.0
7,-1.0,0.0,0.0,52.0,865.0
5,-1.0,67.0,0.0,45.0,933.0
7,-1.0,67.0,57.0,35.0,804.0
8,-1.0,0.0,0.0,41.0,865.0
8,5133.0,0.0,0.0,41.0,1119.0
1,-1.0,26.0,0.0,-1.0,958.0
8,-1.0,4.0,0.0,45.0,1080.0
2,-1.0,39.0,35.0,39.0,203.0
7,-1.0,55.0,0.0,38.0,1225.0
8,3314.0,0.0,0.0,57.0,1206.0
4,-1.0,81.0,0.0,48.0,203.0
8,4792.0,66.0,0.0,38.0,1227.0
4,-1.0,0.0,0.0,64.0,958.0
3,-1.0,56.0,0.0,43.0,1277.0
8,4810.0,92.0,60.0,52.0,1092.0
2,-1.0,45.0,40.0,38.0,586.0
4,-1.0,90.0,65.0,55.0,-1.0
1,-1.0,91.0,18.0,9.0,206.0
3,-1.0,73.0,54.0,47.0,836.0
7,2361.0,67.0,0.0,46.0,-1.0
8,928.0,0.0,0.0,43.0,836.0
8,4806.0,0.0,0.0,51.0,1019.0
4,-1.0,0.0,0.0,62.0,1214.0
5,-1.0,0.0,0.0,49.0,476.0
6,4109.0,0.0,0.0,50.0,1124.0
9,2119.0,0.0,0.0,55.0,1019.0
3,-1.0,43.0,48.0,20.0,1004.0
8,5127.0,0.0,0.0,43.0,836.0
8,3198.0,0.0,0.0,46.0,820.0
5,5366.0,0.0,0.0,57.0,683.0
8,1245.0,0.0,0.0,54.0,0.0
3,-1.0,92.0,59.0,53.0,-1.0
4,-1.0,94.0,73.0,48.0,804.0
2,-1.0,29.0,33.0,40.0,1209.0
3,-1.0,0.0,36.0,51.0,-1.0
3,-1.0,72.0,58.0,45.0,801.0
3,-1.0,0.0,0.0,50.0,1137.0
1,-1.0,24.0,26.0,28.0,958.0
2,-1.0,53.0,30.0,45.0,332.0
8,-1.0,0.0,0.0,48.0,-1.0
8,-1.0,96.0,70.0,46.0,-1.0
4,-1.0,96.0,70.0,50.0,152.0
5,-1.0,4.0,0.0,59.0,948.0
6,-1.0,71.0,46.0,35.0,-1.0
8,3656.0,0.0,0.0,45.0,-1.0
7,1295.0,0.0,0.0,42.0,553.0
3,-1.0,62.0,0.0,40.0,-1.0
7,-1.0,82.0,55.0,41.0,836.0
8,-1.0,4.0,0.0,47.0,865.0
6,-1.0,0.0,0.0,44.0,1214.0
8,-1.0,0.0,0.0,54.0,1119.0
3,-1.0,82.0,60.0,51.0,251.0
6,4415.0,0.0,0.0,57.0,881.0
7,-1.0,0.0,0.0,46.0,999.0
2,-1.0,0.0,0.0,16.0,-1.0
2,-1.0,43.0,45.0,38.0,950.0
8,2188.0,75.0,0.0,33.0,736.0
3,-1.0,84.0,65.0,44.0,1197.0
8,835.0,0.0,0.0,50.0,1119.0
8,5430.0,0.0,0.0,45.0,901.0
3,-1.0,68.0,61.0,45.0,254.0
8,4823.0,0.0,0.0,52.0,901.0
2,-1.0,32.0,35.0,37.0,-1.0
9,353.0,0.0,0.0,58.0,559.0
7,-1.0,0.0,0.0,56.0,-1.0
2,-1.0,30.0,17.0,40.0,1119.0
4,-1.0,0.0,0.0,52.0,994.0
2,1416.0,41.0,39.0,40.0,999.0
8,3587.0,0.0,0.0,45.0,-1.0
7,1638.0,0.0,0.0,47.0,331.0
4,-1.0,86.0,73.0,49.0,67.0
8,4376.0,0.0,0.0,47.0,865.0
7,-1.0,99.0,80.0,49.0,1119.0
3,-1.0,71.0,58.0,41.0,964.0
8,1345.0,86.0,69.0,54.0,1080.0
8,917.0,0.0,0.0,59.0,1118.0
8,5215.0,79.0,0.0,49.0,836.0
8,-1.0,0.0,0.0,53.0,528.0
9,5479.0,0.0,0.0,61.0,288.0
2,-1.0,33.0,32.0,36.0,901.0
7,-1.0,0.0,0.0,45.0,755.0
2,-1.0,46.0,48.0,36.0,56.0
3,-1.0,65.0,50.0,46.0,828.0
7,884.0,75.0,47.0,47.0,1205.0
7,-1.0,0.0,0.0,49.0,836.0
8,3222.0,0.0,0.0,49.0,1214.0
2,-1.0,19.0,40.0,33.0,234.0
9,3287.0,0.0,0.0,62.0,1001.0
3,-1.0,78.0,65.0,41.0,-1.0
3,1815.0,88.0,60.0,48.0,319.0
8,268.0,73.0,0.0,43.0,866.0
3,-1.0,67.0,47.0,48.0,901.0
3,-1.0,78.0,61.0,57.0,783.0
3,-1.0,62.0,47.0,47.0,804.0
3,-1.0,79.0,0.0,48.0,836.0
9,2779.0,0.0,0.0,58.0,664.0
3,-1.0,89.0,58.0,43.0,836.0
8,660.0,0.0,0.0,41.0,1225.0
1,-1.0,36.0,24.0,21.0,77.0
8,-1.0,0.0,0.0,44.0,1159.0
8,4040.0,0.0,0.0,46.0,645.0
4,-1.0,93.0,60.0,56.0,116.0
2,-1.0,38.0,34.0,38.0,150.0
1,-1.0,69.0,12.0,22.0,1261.0
3,-1.0,0.0,0.0,53.0,-1.0
5,4002.0,71.0,33.0,29.0,278.0
7,710.0,53.0,0.0,25.0,218.0
4,-1.0,101.0,87.0,49.0,865.0
2,-1.0,43.0,40.0,30.0,932.0
1,-1.0,12.0,27.0,32.0,115.0
3,-1.0,0.0,0.0,50.0,865.0
2,-1.0,70.0,35.0,23.0,938.0
8,4282.0,0.0,0.0,52.0,1169.0
2,-1.0,39.0,39.0,33.0,964.0
3,-1.0,67.0,67.0,41.0,1179.0
3,-1.0,83.0,57.0,36.0,954.0
8,-1.0,78.0,0.0,43.0,901.0
4,-1.0,88.0,76.0,58.0,1119.0
4,-1.0,100.0,71.0,59.0,713.0
7,-1.0,82.0,63.0,45.0,1214.0
2,-1.0,34.0,37.0,31.0,836.0
4,-1.0,0.0,0.0,54.0,-1.0
2,-1.0,43.0,0.0,42.0,203.0
3,-1.0,0.0,0.0,50.0,865.0
8,-1.0,0.0,0.0,52.0,1269.0
4,-1.0,0.0,0.0,55.0,1189.0
1,-1.0,3.0,28.0,30.0,838.0
8,5206.0,0.0,0.0,54.0,1119.0
7,3233.0,0.0,0.0,56.0,958.0
8,-1.0,0.0,0.0,51.0,1019.0
4,5374.0,97.0,61.0,37.0,881.0
8,2260.0,0.0,0.0,51.0,1062.0
3,-1.0,55.0,46.0,50.0,865.0
7,-1.0,0.0,0.0,55.0,-1.0
3,-1.0,90.0,58.0,39.0,203.0
9,4238.0,0.0,0.0,62.0,1119.0
3,-1.0,88.0,73.0,42.0,810.0
2,-1.0,53.0,42.0,44.0,836.0
3,-1.0,0.0,61.0,51.0,-1.0
7,-1.0,0.0,0.0,64.0,-1.0
8,4961.0,0.0,0.0,48.0,836.0
6,-1.0,4.0,0.0,53.0,1166.0
3,-1.0,85.0,54.0,45.0,127.0
4,-1.0,97.0,75.0,43.0,1264.0
8,3815.0,0.0,0.0,48.0,1019.0
3,-1.0,87.0,57.0,41.0,-1.0
1,-1.0,26.0,0.0,22.0,254.0
8,-1.0,94.0,0.0,50.0,-1.0
4,-1.0,98.0,76.0,49.0,865.0
9,2205.0,0.0,0.0,59.0,729.0
7,5351.0,0.0,0.0,42.0,864.0
8,4271.0,78.0,0.0,42.0,1119.0
8,-1.0,4.0,0.0,41.0,1019.0
8,4961.0,0.0,0.0,52.0,1289.0
9,4601.0,0.0,0.0,58.0,1300.0
8,4510.0,0.0,0.0,46.0,1261.0
4,-1.0,0.0,43.0,27.0,217.0
7,-1.0,0.0,0.0,48.0,1225.0
8,-1.0,0.0,0.0,56.0,1227.0
3,-1.0,72.0,58.0,42.0,901.0
8,-1.0,79.0,0.0,40.0,218.0
4,-1.0,61.0,47.0,47.0,836.0
3,-1.0,90.0,52.0,48.0,221.0
7,-1.0,87.0,62.0,36.0,901.0
2,-1.0,17.0,0.0,33.0,1209.0
3,-1.0,75.0,61.0,51.0,233.0
2,-1.0,59.0,25.0,42.0,289.0
2,-1.0,45.0,49.0,37.0,202.0
4,-1.0,0.0,78.0,52.0,938.0
3,-1.0,0.0,71.0,38.0,901.0
1,-1.0,7.0,24.0,34.0,-1.0
5,-1.0,54.0,0.0,39.0,836.0
4,-1.0,98.0,79.0,60.0,348.0
6,-1.0,0.0,0.0,41.0,1004.0
2,1746.0,52.0,38.0,39.0,932.0
7,-1.0,99.0,65.0,46.0,1119.0
2,-1.0,23.0,33.0,37.0,289.0
1,-1.0,24.0,0.0,19.0,1318.0
8,-1.0,73.0,0.0,45.0,1225.0
